treatment company,azimuth,md (ft),tvd (ft),date on production,operator,footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,production
treatment company 8,-54.73,14724,8899,2/1/2015,operator 28,5160,,4.34,13,6160,34839.29,0.47,0.02,0.34,,4.66,0.58,13184.96,7049.93,31.19,6522,9414,96,15,7985109,1.14,942.1315053
treatment company 8,-42.77,12733,5860,1/1/2011,operator 23,6273,4517.0005,6.51,8,1066,30358.05,0.43,0.02,0.33,,4.68,0.58,13182.01,7011.47,,4530,,80,19,7889257,1.51,1078.573589
treatment company 8,-41.880001,12256,6778,10/1/2014,operator 4,5138,2477.0168,3.6,12,4310,29685.18,0.53,0.02,0.34,0.49,3.9,0.69,12773.7,6695.22,30.2,4847,6216,80,20,8358440,1.18,626.1577359
treatment company 4,-20.48,14806,6268,6/1/2015,operator 1,7174,2029.8573,17.34,22,9938,33856.46,0.46,0.02,0.22,,4.82,0.38,13558.55,6793.33,26.53,4236,5888,100,13,16260545,1.77,3403.859755
treatment company 29,-37.16,9465,6483,1/1/2012,operator 14,2377,2718.3315,20.4,4,5983,35053.87,0.24,0.03,0.25,,5.14,0.59,12033.79,6781.91,27.54,4997,7912,80,14,5250500,1.06,1726.930553
treatment company 10,-25.49,13273,6525,7/1/2012,operator 6,6632,3968.781,512.54,1,12938,30064.75,0.57,0.01,0.33,,4.87,0.43,13465.54,6951.16,30.86,4040,,74,11,7343809,1.3,2018.703652
treatment company 3,-24.15,17660,6403,4/1/2016,operator 5,11148,2738.8347,14.13,10,6484,33791.6,1.17,,0.34,0.56,3.74,1.71,12506.8,6576.18,29.96,4982,,70,75,16448255,0.92,2780.213158
treatment company 10,-23.440001,15365,7580,11/1/2015,operator 4,7455,1266.5383,725.52,1,0,35290.28,0.87,0.05,0.34,,3.85,1.14,12910.47,6594.71,29.94,5011,,100,50,12466290,0.95,2933.202458
treatment company 10,-25.92,14019,6369,1/1/2014,operator 11,7280,840.65289,91.29,3,4700,29649.78,0.42,0.02,0.33,,4.74,0.34,13193.09,7190.77,31.47,4881,5616,70,36,18033300,1.19,1248.688497
treatment company 2,-17.719999,11151,5637,1/1/2014,operator 2,4996,,36.68,9,6601,33183.91,0.62,0.01,0.34,0.81,4.8,0.37,13485.15,6917.72,30.77,4172,,110,24,,1.78,1392.451916
treatment company 10,-27.66,12407,5970,7/1/2014,operator 11,5694,505.09344,7.67,9,0,34634.13,0.62,,0.34,0.87,4.8,0.49,13480.49,6979.56,30.96,,,70,29,14219947,1.12,849.0807257
treatment company 11,-69.830002,12521,8135,7/1/2011,operator 27,3405,1622.2512,6.45,25,11706,34626.62,0.18,0.03,0.34,0.94,4.88,0.89,12829.61,6844.55,30.79,5450,8895,57,12,3680017,0.89,635.9163758
treatment company 4,-72.889999,12713,7551,1/1/2016,operator 4,3613,2183.0615,763.39,1,0,35237.22,0.21,,0.33,0.87,4.66,0.67,13124.58,6984.1,31.05,5387,,94,26,5967974,0.94,2500.782873
treatment company 2,-38.959999,14063,7398,7/1/2013,operator 20,6760,1485.7048,0.46,20,0,34761.52,0.05,0.02,0.33,,4.72,0.6,13166.48,6909.48,30.79,4514,,101,12,5963952,1.7,638.6584323
treatment company 3,-3.3,14253,7041,11/1/2014,operator 5,6648,3889.2922,3,11,0,34745.94,1.32,0.06,0.34,0.43,,1.89,12159.12,6414.26,29.62,5211,,64,33,7065183,0.76,1828.887531
treatment company 3,-34.450001,13384,6195,8/1/2017,operator 8,6323,1347.7799,17.65,8,0,34634.13,0.31,0.02,0.33,,4.67,0.62,13194.92,6992.86,31.05,3896,,91,31,12189920,1.14,1195.757733
treatment company 10,-59.939999,11821,6437,7/1/2013,operator 11,4642,,1.51,23,8397,34315.46,0.38,0.02,0.33,0.68,4.8,0.56,13250.37,7148.66,31.36,,,71,22,6455592,0.95,725.4743944
treatment company 10,-16.92,13620,8148,7/1/2013,operator 6,5429,2523.4165,32.16,7,6029,34594.44,1.41,,0.21,,3.9,0.52,11963.68,6819.16,27.71,5981,,87,9,5522518,1.26,2591.632976
treatment company 1,,13798,8358,7/1/2011,operator 20,4950,3499.0442,8.7,11,0,28473.88,0.73,0.04,0.28,,4.1,0.61,11777.74,7088.11,31.59,6452,,79,12,,1.03,1391.968882
treatment company 10,-13.53,15692,7476,2/1/2018,operator 4,7515,4534.3188,22.57,23,8940,33030.93,0.58,0.04,0.33,,4.78,0.5,12733.87,7180.92,31.76,5360,,99,43,17197620,1.4,3056.092595
treatment company 5,-60.169998,17174,7627,1/1/2014,operator 8,8862,1951.6632,7.84,16,9048,35313.77,0.44,0.01,0.33,0.83,4.74,0.57,13307.1,6996.23,31.02,5615,,86,60,11982816,1.03,1389.976605
treatment company 12,3.3800001,15005,7777,2/1/2018,operator 4,5792,755.6134,1.49,12,0,34601.01,0.1,0.03,0.34,0.94,4.8,0.88,12881.94,6905.87,30.95,5445,9377,97,20,8010000,1.28,1054.666796
treatment company 4,-56.509998,17147,7029,12/1/2018,operator 8,9044,4405.1382,0.19,22,6842,33867.38,0.32,,0.32,0.78,4.69,0.61,13255.59,6973.79,30.98,4363,10320,100,41,,1.54,4416.952069
treatment company 12,-62.91,12342,8232,1/1/2012,operator 27,3566,3528.2124,330.79,5,9188,33358.01,0.19,0.03,0.34,0.92,4.83,0.87,12793.11,6812.05,30.62,5787,,88,10,2837802,0.9,626.3646622
treatment company 12,-63.59,10802,5685,8/1/2015,operator 22,4873,,176.48,9,8409,33953.08,0.65,0.02,0.33,,5.14,0.4,13591.62,6954.28,30.84,4419,5430,92,32,11304523,1.19,852.1353846
treatment company 12,-61.970001,14011,8162,1/1/2014,operator 27,5296,,308.56,1,0,30478.58,0.19,0.03,0.34,,4.91,0.9,12859,6861.52,30.9,5575,,78,16,9327200,0.94,1071.65468
treatment company 4,-39.990002,15477,6157,4/1/2017,operator 7,9021,,19.41,10,5622,35033.39,0.31,0.02,0.33,,4.66,0.61,13182.77,7015.94,31.11,,,97,48,12862379,1.3,1251.245788
treatment company 2,-5.6700001,10770,5822,7/1/2011,operator 2,4453,2923.8655,10.79,22,6384,34798.83,1.16,0.08,0.21,0.68,6.63,0.41,12117.52,6972.5,27.73,4582,,88,12,4847272,1.35,889.0207554
treatment company 5,-48.029999,11871,6638,1/1/2014,operator 1,4727,2795.3838,0.04,11,6161,34897.55,0.57,0.01,0.34,,4.78,0.41,13453.74,6927.45,30.8,4956,6402,100,15,7252326,1.22,1880.471907
treatment company 11,-20.92,12088,6790,12/1/2015,operator 14,4895,2105.79,9.5,6,4886,27799.79,0.29,0.02,0.27,0.86,4.69,0.61,13227.81,6976.93,30.99,4907,,80,28,10636675,1.05,1531.934734
treatment company 11,-28.530001,13035,8202,7/1/2013,operator 6,4762,3954.7693,7.68,2,4025,34771.54,1.38,0.09,0.21,,3.62,0.47,11919.57,6821.53,27.84,5219,9376,92,10,6099279,1.28,2455.526563
treatment company 4,-72.68,16546,9128,3/1/2018,operator 7,6238,1309.9276,8.11,2,0,34849.93,0.63,0.03,0.25,,4.71,0.62,11819.26,7079.29,31.06,6053,,86,32,,1,1653.307558
treatment company 9,-39.77,11310,6389,1/1/2014,operator 17,4734,2960.0225,5.09,2,0,35039.79,0.86,0.08,0.26,,5.15,0.43,13590.49,6773.31,26.99,3954,7607,77,28,6617366,1.09,417.9939497
treatment company 2,,16150,6157,7/1/2015,operator 7,9560,2245.3057,4.11,23,9677,35550.77,0.26,0.01,0.3,0.81,4.68,0.62,13241.47,6972.52,30.98,4428,,91,51,14038566,1.14,1683.450521
treatment company 2,-24.379999,14999,8354,7/1/2014,operator 6,6071,2657.3369,10.88,8,0,35249.91,1.31,0.06,0.23,0.78,4.07,0.57,12063.65,6805.13,,4720,9184,97,36,12518770,1.27,3183.91943
treatment company 1,-16.879999,17452,8352,5/1/2017,operator 11,8437,,2.51,28,14983,34887.07,0.83,0.05,0.32,0.41,5.7,0.74,12578.32,7090.27,32.4,5665,,66,43,12795338,1.5,2021.934222
treatment company 4,-25.25,14961,6201,9/1/2018,operator 7,8184,1455.187,5.72,11,5847,35281.08,0.63,0.01,0.33,,4.92,0.45,13484.58,6959.23,30.88,4096,,98,41,12115759,1.16,1206.241235
treatment company 5,-50.639999,11431,7126,1/1/2013,operator 18,3892,1554.9706,6.3,3,2129,38057.63,0.5,,0.33,,4.63,0.56,13151.88,7068.17,31.24,5267,,73,9,1184365,0.38,519.8412166
treatment company 3,,14791,6663,4/1/2019,operator 1,7264,985.65985,22.04,19,9662,34823.06,0.31,0.01,0.33,,4.69,0.61,13250.88,6972.71,30.98,5345,,82,51,11540739,0.92,3762.549877
treatment company 9,-31.76,15672,,8/1/2018,operator 5,8906,,260.65,1,2133,28022.72,0.29,0.02,0.33,0.83,4.68,0.62,13216.42,6986.63,31.03,3359,,75,45,17841524,1.04,2903.932139
treatment company 9,-43.860001,14910,8876,6/1/2015,operator 11,4791,2658.092,13.67,9,6010,34522.19,0.32,0.03,0.25,,4.62,0.65,11841.97,7095.85,31.12,6060,7537,71,25,5214206,1.01,2278.289554
treatment company 1,-51.380001,15813,6758,9/1/2015,operator 8,8204,713.97321,6.13,18,10080,34564.35,0.76,0.02,0.34,0.87,5.84,0.18,13708.08,6888.66,30.66,5004,,89,43,20492148,1.09,1799.089894
treatment company 1,11.42,10555,6923,7/1/2013,operator 25,3142,676.78528,173.46,3,6888,34614.86,0.83,0.02,0.27,0.7,4.87,0.5,11319.25,6773.06,28.51,4802,8283,89,22,12682828,1.24,2227.844493
treatment company 23,-7.3800001,12399,8064,1/1/2012,operator 4,3792,758.57672,11.66,5,2595,30503.75,0.13,0.03,0.34,,4.78,0.85,12892.05,6973.91,31.18,5761,6601,100,13,4824122,0.97,984.6258895
treatment company 12,-68.529999,9265,7057,7/1/2014,operator 25,1921,2871.4214,2.4,8,107,34579.27,0.13,0.02,0.24,,5.05,0.57,11672.86,6783.74,27.71,4673,,91,15,5083162,1,1235.988069
treatment company 12,-29.120001,13898,8678,1/1/2014,operator 9,5105,746.60858,5.86,7,0,34669.05,0.92,,0.29,0.8,4.58,0.49,11721.2,7070.78,31.76,6176,,88,27,6941658,1.19,764.0957802
treatment company 12,-14.07,12420,6646,7/1/2014,operator 25,5610,872.47571,39.01,12,8428,32825.4,0.18,0.02,0.33,,,0.67,13309.81,6919.51,30.8,4060,7813,91,29,,1.31,1846.817672
treatment company 14,-41.259998,12081,8090,7/1/2014,operator 4,3431,,155.33,4,0,30247.1,0.14,0.03,0.34,0.92,4.74,0.81,12912.52,6988.22,31.2,5783,,99,13,4778821,0.95,1070.738985
treatment company 2,-35.799999,13936,7505,7/1/2014,operator 20,6363,879.54041,1.98,7,7746,33832.67,0.47,0.02,0.33,0.85,4.66,0.58,13184.6,7042.19,31.17,5408,,92,12,6371041,1.69,1363.493871
treatment company 3,-45.810001,13106,6233,3/1/2017,operator 5,6623,1018.8876,1.9,17,6640,35209.41,1.42,0.05,0.34,0.59,3.58,1.82,12359.97,6548.64,,4463,5525,70,31,9553410,1.08,1385.373572
treatment company 2,-13.89,13670,7927,7/1/2011,operator 2,5321,652.73346,10.4,6,3661,35125.52,1.92,0.18,0.2,,4.8,0.76,11634.69,7158.09,29.74,6509,,67,13,4874747,1.07,604.3373478
treatment company 3,-50.18,14753,7723,11/1/2018,operator 8,6780,969.54163,74.25,2,0,30015.55,0.6,0.01,0.34,,4.79,0.38,13474.4,6921.41,30.78,5074,,79,31,,1.48,2682.318327
treatment company 2,-24.6,15353,9052,7/1/2013,operator 20,6243,,5.11,15,6494,35187.29,0.2,0.02,0.26,,4.5,0.71,11864.68,7097.66,31.23,6256,,93,12,6112941,1.35,1894.104453
treatment company 9,-32.220001,19332,6252,1/1/2019,operator 5,12443,3857.0413,22.56,5,0,30803.07,0.26,0.01,0.33,,4.68,0.62,13263.35,6960.29,30.94,3657,6057,77,63,25103300,1.17,3582.91317
treatment company 1,-29.059999,14501,7969,3/1/2019,operator 17,6254,,213.93,2,10293,34311.44,0.29,0.02,0.33,,4.68,0.62,13216.42,6986.63,31.03,5448,,76,34,12051742,0.99,1521.046491
treatment company 4,-33.450001,13895,6338,1/1/2017,operator 7,7318,2212.6946,38.53,5,0,34833.46,0.68,0.02,0.33,,5.08,0.4,13595.4,6955.35,30.83,4260,,98,38,10191847,1.18,637.6526343
treatment company 5,-23.83,20600,6602,4/1/2018,operator 5,13641,2569.2202,32.99,13,0,35293.43,0.26,,0.34,0.86,4.68,0.61,13247.61,6954.64,30.93,4964,5982,77,71,27397780,1.02,4154.211558
treatment company 2,-28.5,13036,8153,7/1/2011,operator 2,4623,,21.65,10,7510,31288.62,1.91,,0.2,,4.77,0.68,11573.85,7155.29,29.82,6371,7691,72,14,,1.05,768.3362749
treatment company 7,,16026,7958,7/1/2014,operator 4,7740,858.66449,9.13,20,8767,35153.91,0.26,0.02,0.33,,4.68,0.61,13255.17,6953.57,30.92,5794,,93,52,11415035,0.88,3418.257575
treatment company 1,-52.740002,10885,7844,7/1/2012,operator 4,2639,450.34344,24.03,6,4540,33027.54,0.22,0.02,0.34,,4.59,0.53,13356.72,6888.67,30.72,5230,,96,18,3730316,0.95,1559.765694
treatment company 10,-55.029999,14938,6643,7/1/2018,operator 4,8045,3174.4937,1.9,6,0,30977.49,0.29,0.02,0.33,,4.69,0.61,13230.16,6973.8,30.98,,,100,34,20379848,1.36,1940.958796
treatment company 12,,11305,5888,5/1/2015,operator 19,5043,751.0271,16.74,10,4478,35459.04,0.39,0.02,0.33,,4.72,0.58,13268.2,7001.02,31.04,4384,4595,81,22,6805976,0.97,368.8595725
treatment company 2,-15.75,15377,5901,7/1/2014,operator 2,8833,3477.9358,503.75,1,2572,35290.28,0.52,0.01,0.34,,4.73,0.51,13400.65,6960.89,30.93,4819,,109,18,11929348,1.89,1996.621958
treatment company 8,-30.389999,16440,6268,12/1/2015,operator 1,9724,4924.5361,26.55,6,0,30776,0.27,0.01,0.33,,4.86,0.55,13467.47,7061.52,31.09,4598,,2,37,18271100,1.58,1124.868741
treatment company 4,-44.23,13042,6019,6/1/2018,operator 7,6317,2438.4851,4.68,27,0,35140.32,0.31,0.01,0.33,,4.69,0.61,13250.88,6972.71,30.98,4138,,96,31,8997620,1.16,899.2156104
treatment company 12,-18.34,22349,7943,9/1/2018,operator 4,14156,1147.3912,5.55,17,1577,34667.33,0.16,0.04,0.34,0.87,4.45,0.74,13185.47,6826.19,30.54,4708,,93,71,29139678,1.41,3217.983424
treatment company 4,-52.869999,11376,6523,1/1/2012,operator 1,4232,867.66534,11.98,25,12092,32754.03,0.67,0.03,0.2,0.73,4.38,0.55,12889.62,6798.7,26.18,4515,,95,16,5091281,0.75,1384.861273
treatment company 16,-33.91,15695,7926,2/1/2015,operator 4,7257,993.26117,0.05,15,8282,35161.22,0.05,0.02,0.34,0.89,4.61,0.73,13162.85,6895.51,30.78,5615,8693,97,40,,0.93,2620.370371
treatment company 3,-33.23,15078,5898,8/1/2018,operator 1,8692,,40.8,20,8702,34838.95,0.29,0.02,0.33,0.83,4.69,0.61,13230.16,6973.8,30.98,4599,,88,62,17387444,1.66,1440.572356
treatment company 13,-30.629999,11365,,1/1/2011,operator 2,5532,993.32233,21.48,16,5769,32650.87,0.42,0.01,0.34,0.86,4.74,0.45,13604.97,6962.41,30.84,4302,,89,15,5607003,1.34,709.1398239
treatment company 10,-9.4099998,10929,7934,8/1/2016,operator 4,2745,1542.4808,4.71,5,0,28230.58,0.24,0.02,0.34,0.87,4.67,0.61,13263.08,6945.67,30.9,5073,9355,99,16,3744675,1.01,938.9375006
treatment company 12,,13841,8039,1/1/2014,operator 26,5265,3008.2363,14.17,17,10344,34771.54,1.06,0.06,0.32,,5.63,0.84,12795.16,7350.9,32.8,5536,9049,82,13,3778521,0.81,1274.756362
treatment company 3,-22.860001,15603,7324,10/1/2017,operator 15,8029,961.07037,0.41,16,6757,34812.4,1.72,0.17,0.19,,5.46,0.83,11782.37,7134.61,29.25,5298,9053,61,29,11593119,1.21,2623.71754
treatment company 4,6.0900002,16519,7950,7/1/2014,operator 1,7979,1298.0293,46.29,1,1809,30596.4,0.31,0.01,0.33,,4.69,0.61,13250.88,6972.71,30.98,4561,,100,20,8880488,1.3,1466.347001
treatment company 1,-16.32,10535,6035,1/1/2013,operator 1,4343,1852.0096,6.96,3,0,35293.43,0.51,0.02,0.34,,4.7,0.55,13297.75,7008.05,31.05,4176,7748,95,14,4437034,1.35,512.2325536
treatment company 1,-17.27,13329,5760,9/1/2016,operator 2,6972,894.78467,1.97,8,0,29016.52,1.22,0.1,0.2,0.57,6.44,0.48,12121.08,7009.73,28.01,4677,,89,20,,1.64,1412.872067
treatment company 2,-30.43,13215,,7/1/2011,operator 2,4746,2043.6453,15.81,9,6584,34286.77,1.91,,0.2,,4.73,0.76,11646.88,7159.51,29.75,6328,10597,59,14,5266891,0.99,1023.363474
treatment company 10,-59.59,10070,6422,1/1/2014,operator 11,3050,2013.3796,3.49,9,7116,35520.21,0.27,0.01,0.33,,4.68,0.61,13271.12,6958.07,30.94,4246,,70,13,6378530,1.11,517.0082765
treatment company 3,-19.68,13976,6121,4/1/2018,operator 1,7225,1663.0603,11.01,8,7582,34601.01,0.21,0.01,0.33,0.91,4.87,0.44,13396.2,7122.6,31.25,4404,,91,51,14102124,1.35,795.9864937
treatment company 5,-44.439999,14667,7174,5/1/2015,operator 18,7054,4249.7007,433.01,1,4685,32274.46,0.5,0.02,0.33,0.78,4.74,0.6,13275.36,7044.41,31.14,5156,,94,48,9604051,0.98,2292.701342
treatment company 9,-20.24,12683,7533,11/1/2018,operator 6,4893,,28.51,8,0,34603.7,1.48,0.09,0.21,0.81,3.78,0.49,11577.72,6817.3,27.63,5241,9206,88,16,6320112,1.88,2526.16213
treatment company 9,-25.549999,15616,6407,8/1/2018,operator 5,8894,1979.5806,84.86,3,5458,28402.96,0.28,0.02,0.33,0.82,4.68,0.62,13204.97,6985.98,31.03,3321,6064,77,45,18051420,1.15,2874.47686
treatment company 4,-56.580002,14567,7102,1/1/2019,operator 8,6571,4256.8037,9.56,10,6159,27199.57,0.28,0.02,0.24,0.89,4.67,0.62,13186.82,7008.4,31.09,4416,,94,30,20250720,1.59,3549.482683
treatment company 1,,17246,7529,10/1/2017,operator 2,8909,5188.4678,17.45,36,16807,35207.64,0.31,0.02,0.34,,4.67,0.62,13196.83,6994.84,31.06,4663,,94,32,14417728,1.89,1958.042037
treatment company 12,-21.809999,13094,7884,4/1/2018,operator 25,4920,1008.0754,29.81,34,12195,32757.29,1.5,0.03,0.24,0.95,4.04,0.5,12165.6,6835.67,28.13,4520,,97,23,10165287,1.34,1817.565557
treatment company 12,-36.220001,14420,8618,1/1/2014,operator 9,5471,2258.2476,1.82,15,4331,34589.6,0.93,0.05,0.29,,4.57,0.54,11775.37,7075.35,31.84,6280,,91,20,5903616,1.18,981.2203929
treatment company 13,-28.27,12438,7263,1/1/2015,operator 14,4925,1235.9037,22.3,4,0,34589.6,0.12,0.03,0.25,0.94,4.19,0.61,11182.95,6785.88,28.14,5819,,80,24,,0.98,3624.496782
treatment company 10,-38.400002,9412,6421,2/1/2012,operator 11,2734,,9.96,9,5761,33439.03,0.39,0.02,0.34,,4.72,0.58,13268.2,7001.02,31.04,3735,,68,9,,1.05,448.1523409
treatment company 9,-78.010002,13157,7275,10/1/2015,operator 1,5087,,10.71,16,8151,34742.11,0.45,,0.34,,3.61,0.52,13115.64,6698.17,30.19,4905,,99,16,6288155,1.53,1373.993423
treatment company 7,,16389,7538,4/1/2016,operator 4,8024,1805.4868,2,13,813,34719.56,0.42,0.03,0.33,0.87,4.65,0.58,12888.63,7098.29,31.47,5738,,95,51,18244026,1.08,3930.975445
treatment company 9,-40.509998,11106,5336,1/1/2011,operator 35,5262,2452.635,158.52,6,7051,32647.03,0.28,0.02,0.24,,4.67,0.62,13186.82,7008.4,31.09,4677,,89,13,6258000,1.09,1560.987136
treatment company 10,,13720,6653,7/1/2018,operator 4,6817,2318.5212,1.33,9,6563,35242.54,0.3,0.02,0.33,0.79,4.69,0.6,13237.71,6976.92,30.99,4839,,99,31,,1.3,1703.393856
treatment company 12,-52.66,11100,5454,8/1/2015,operator 19,5056,3035.7974,437.47,1,3881,34702.23,0.47,0.02,0.33,,4.66,0.58,13184.6,7042.19,31.17,4253,,82,26,6959668,0.85,541.5577054
treatment company 2,-15.43,15537,8578,7/1/2013,operator 1,6180,4048.9844,419.21,1,5500,29045.27,0.61,,0.24,1.03,4.56,0.54,12070.11,7103.68,30.74,5534,,80,19,6299425,0.81,1206.675189
treatment company 16,-29.059999,13575,7178,7/1/2014,operator 14,6256,930.6424,15.33,4,3446,30266.38,1.03,0.03,0.28,0.7,4.8,0.45,11714.26,6767.78,28.57,5320,6617,80,41,15630675,1.04,4421.738144
treatment company 1,-61.619999,14104,7882,1/1/2016,operator 8,5427,764.2915,4.61,6,2861,35210.29,0.36,0.02,0.34,0.86,4.47,0.4,13429.24,6855.93,30.61,4647,,88,19,7304273,0.94,2456.005829
treatment company 3,-33.389999,10864,6835,7/1/2016,operator 5,3711,4519.8979,758.84,1,3023,35190.53,1.31,0.06,0.34,,3.93,1.92,12319.65,6477.79,29.75,5031,5697,71,18,6525985,1.02,862.3799287
treatment company 10,-30.950001,9711,6503,1/1/2013,operator 11,2843,3041.9922,57.43,9,0,34849.93,0.18,0.02,0.33,0.79,4.49,0.57,13358.84,6857.38,30.62,,,69,14,6667024,1.2,354.0114696
treatment company 4,-21.379999,17235,7696,7/1/2015,operator 4,9255,2507.5063,22.44,10,0,35137.85,0.06,,0.34,,4.72,0.83,12962.34,6930.92,30.97,,,97,40,14859019,0.86,2419.095213
treatment company 1,-39.939999,13258,5392,4/1/2017,operator 2,7616,,29.38,26,0,34633.59,0.5,0.02,0.34,0.86,4.74,0.6,13270.21,7043.91,31.14,4218,,96,25,14833575,1.89,1279.903296
treatment company 12,-2.0699999,13325,8105,1/1/2013,operator 7,4467,4766.4629,0.22,10,5793,34734.62,0.25,0.02,0.34,0.86,4.76,0.53,13275.97,6918.17,30.79,5560,,88,31,19751438,3.02,2103.990647
treatment company 4,-47.82,14651,7811,9/1/2018,operator 4,6590,2728.3813,0.71,10,0,30776.31,0.07,0.03,0.34,,4.73,0.87,12924.76,6882.58,30.82,4545,,99,22,9656550,1.38,1547.021318
treatment company 2,,16050,7580,7/1/2013,operator 20,7772,2096.1235,18.96,9,5082,30155.08,0.67,0.02,0.28,,5.15,0.39,13595.98,6950.15,30.83,5360,6188,99,14,7427867,1.58,1907.656643
treatment company 15,3.48,13996,7647,5/1/2016,operator 4,5581,2166.1812,17.85,2,5326,28739.14,0.85,0.05,0.34,0.51,3.84,1.06,12965.86,6601.31,29.95,5330,,100,37,7407900,0.9,1322.017042
treatment company 3,-35.419998,16695,6609,9/1/2017,operator 4,9836,3143.0579,8.42,11,5012,34934.39,0.49,0.02,0.33,,4.66,0.59,13170.5,7029.04,31.13,4245,,91,48,20145320,1.15,1690.704179
treatment company 12,-45.16,11807,5371,3/1/2017,operator 22,6090,,8.98,15,10164,34377.74,0.52,0.02,0.34,0.87,4.44,0.27,13487.18,6854.06,30.59,4253,6151,88,32,,1.05,1220.742388
treatment company 4,-41.900002,16161,6019,6/1/2016,operator 7,9421,,5.68,12,5959,35130.02,0.61,0.01,0.33,,4.78,0.41,13483.44,6944.11,30.86,4139,5302,96,49,,1.14,1130.107159
treatment company 16,-36.98,11110,6268,9/1/2014,operator 14,4086,2931.9539,5.26,4,0,35244.49,0.37,0.03,0.25,0.86,5.15,0.53,12368.66,6781.24,27.38,4826,6203,81,24,9151557,1.06,2111.236416
treatment company 4,-32.860001,19638,7625,12/1/2018,operator 14,11763,621.42682,9.08,9,0,35163.15,0.37,0.05,0.26,,4.46,0.58,11138.88,6781.23,28.38,5432,6415,107,58,28035750,1.4,5793.423638
treatment company 7,-21.809999,12600,8607,11/1/2012,operator 11,3715,1633.4869,1.61,19,0,28762.78,0.13,0.02,0.26,0.97,4.58,0.74,11849.86,7096.6,31.27,7328,,69,12,1354693,0.61,1346.91314
treatment company 5,-42.540001,18183,7107,3/1/2015,operator 18,10152,1465.6843,8.79,18,4809,28736.52,0.47,0.02,0.33,0.8,4.72,0.59,13255.42,7028.22,31.11,4966,,92,46,13648777,1.02,2044.416948
treatment company 2,-25.799999,11909,8403,7/1/2011,operator 2,3635,3492.0078,36.75,1,306,35192.75,1.55,0.14,0.21,,,0.46,11860.99,6944.66,27.94,5163,8310,95,15,6068665,1.35,1296.963172
treatment company 12,-24.02,12079,8527,7/1/2013,operator 9,3354,,8.32,10,3406,34444.08,0.88,0.05,0.28,0.98,4.21,0.47,11640.49,7066.66,31.59,,,91,18,,1.29,558.2843148
treatment company 4,-41.380001,16145,6381,9/1/2017,operator 8,8676,3724.5942,13.19,2,3559,33388.51,1.21,0.05,0.34,0.53,3.8,1.8,12469.53,6544.33,29.89,4389,6415,89,38,15074100,1.35,2001.093714
treatment company 5,-33.369999,14351,6351,7/1/2014,operator 1,7750,,48.05,5,0,31475.64,0.42,0.01,0.33,0.85,4.74,0.45,13604.97,6962.41,30.84,4723,,99,23,,1.6,2262.298508
treatment company 10,-33.68,11979,6729,7/1/2014,operator 11,4722,2424.5957,28.41,23,9348,35273.98,0.44,0.02,0.33,0.81,4.68,0.59,13206.37,7037.54,,4722,,70,24,7194733,1.11,1430.793384
treatment company 10,-25.780001,19951,6764,9/1/2017,operator 11,12937,839.29797,32.25,7,4832,34775.43,0.49,,0.33,0.72,4.77,0.63,13293.39,7079.18,31.2,,6834,83,62,18571976,0.89,2867.352996
treatment company 2,-27.559999,12504,6268,7/1/2012,operator 2,6057,2451.166,16.95,7,0,29831.86,0.3,0.01,0.33,,4.69,0.6,13252.12,6966.27,30.96,3912,,102,15,9077800,1.63,1236.358634
treatment company 2,2.24,13555,8924,1/1/2014,operator 7,3763,,14.96,16,7801,35081.48,0.4,0.03,0.25,,4.57,0.58,11830.01,7095.13,31,5848,,90,26,5476416,0.95,3072.308547
treatment company 12,-30.040001,8642,7030,7/1/2014,operator 25,1329,2014.4221,8.86,10,4427,30816.35,0.13,0.02,0.24,0.95,5.03,0.56,11676.9,6784.16,27.69,4476,,92,10,,0.95,877.8266392
treatment company 12,-18.389999,13361,7514,7/1/2014,operator 25,5383,,4.36,12,0,34617.18,0.24,0.03,0.26,0.92,3.13,0.61,11093.33,6783.65,28.56,5822,8706,90,28,9060627,0.88,2787.705297
